;SLOT_START;CROSSBORDER_SETTLEMENTCAPACITY_PRICE_[EUR/MW];DE_DEMAND_[MW];DE_SETTLEMENTCAPACITY_PRICE_[EUR/MW];DE_IMPORT(-)_EXPORT(+)_[MW]
1905;2021-05-05 12:00:00+00:00;124.0;562.0;124.0;-98.0
1906;2021-05-05 16:00:00+00:00;91.49;562.0;91.49;-77.0
1907;2021-05-05 20:00:00+00:00;40.5;562.0;40.5;-58.0
1908;2021-05-06 00:00:00+00:00;74.97;562.0;74.97;-76.0
1909;2021-05-06 04:00:00+00:00;62.0;562.0;62.0;-52.0
1910;2021-05-06 08:00:00+00:00;60.56;562.0;60.56;-84.0
1911;2021-05-06 12:00:00+00:00;56.0;562.0;56.0;-68.0
1912;2021-05-06 16:00:00+00:00;57.04;562.0;57.04;-54.0
1913;2021-05-06 20:00:00+00:00;56.0;562.0;56.0;-61.0
1914;2021-05-07 00:00:00+00:00;56.4;562.0;56.4;-39.0
1915;2021-05-07 04:00:00+00:00;58.0;562.0;58.0;-19.0
1916;2021-05-07 08:00:00+00:00;59.0;562.0;59.0;-48.0
1917;2021-05-07 12:00:00+00:00;56.4;562.0;56.4;-48.0
1918;2021-05-07 16:00:00+00:00;55.6;562.0;55.6;-45.0
1919;2021-05-07 20:00:00+00:00;63.88;562.0;63.88;-33.0
1920;2021-05-08 00:00:00+00:00;48.0;562.0;48.0;-39.0
1921;2021-05-08 04:00:00+00:00;52.0;562.0;52.0;-48.0
1922;2021-05-08 08:00:00+00:00;71.92;562.0;71.92;-77.0
1923;2021-05-08 12:00:00+00:00;85.0;562.0;85.0;-66.0
1924;2021-05-08 16:00:00+00:00;80.0;562.0;80.0;-63.0
1925;2021-05-08 20:00:00+00:00;75.0;562.0;75.0;-48.0
1926;2021-05-09 00:00:00+00:00;98.0;562.0;98.0;-86.0
1927;2021-05-09 04:00:00+00:00;99.0;562.0;99.0;-90.0
1928;2021-05-09 08:00:00+00:00;99.0;562.0;99.0;-85.0
1929;2021-05-09 12:00:00+00:00;99.0;562.0;99.0;-85.0
1930;2021-05-09 16:00:00+00:00;105.0;562.0;105.0;-77.0
1931;2021-05-09 20:00:00+00:00;99.0;562.0;99.0;-38.0
1932;2021-05-10 00:00:00+00:00;75.44;562.0;75.44;-81.0
1933;2021-05-10 04:00:00+00:00;75.2;562.0;75.2;-85.0
1934;2021-05-10 08:00:00+00:00;74.0;562.0;74.0;-77.0
1935;2021-05-10 12:00:00+00:00;82.82;562.0;82.82;-70.0
1936;2021-05-10 16:00:00+00:00;66.0;562.0;66.0;-42.0
1937;2021-05-10 20:00:00+00:00;66.96;562.0;66.96;-35.0
1938;2021-05-11 00:00:00+00:00;75.47;562.0;75.47;-52.0
1939;2021-05-11 04:00:00+00:00;86.12;562.0;86.12;-53.0
1940;2021-05-11 08:00:00+00:00;109.8;562.0;109.8;-51.0
1941;2021-05-11 12:00:00+00:00;104.0;562.0;104.0;-26.0
1942;2021-05-11 16:00:00+00:00;66.0;562.0;66.0;-55.0
1943;2021-05-11 20:00:00+00:00;68.0;562.0;68.0;-53.0
1944;2021-05-12 00:00:00+00:00;59.14;562.0;59.14;-35.0
1945;2021-05-12 04:00:00+00:00;68.98;562.0;68.98;-53.0
1946;2021-05-12 08:00:00+00:00;91.72;562.0;91.72;-59.0
1947;2021-05-12 12:00:00+00:00;77.0;562.0;77.0;-31.0
1948;2021-05-12 16:00:00+00:00;77.32;562.0;77.32;-51.0
1949;2021-05-12 20:00:00+00:00;73.04;562.0;73.04;-46.0
1950;2021-05-13 00:00:00+00:00;68.0;562.0;68.0;40.0
1951;2021-05-13 04:00:00+00:00;83.36;562.0;83.36;34.0
1952;2021-05-13 08:00:00+00:00;90.0;562.0;90.0;31.0
1953;2021-05-13 12:00:00+00:00;91.12;562.0;91.12;39.0
1954;2021-05-13 16:00:00+00:00;66.0;562.0;66.0;20.0
1955;2021-05-13 20:00:00+00:00;51.44;562.0;51.44;-6.0
1956;2021-05-14 00:00:00+00:00;85.68;562.0;85.68;54.0
1957;2021-05-14 04:00:00+00:00;82.83;562.0;82.83;41.0
1958;2021-05-14 08:00:00+00:00;104.87;562.0;104.87;57.0
1959;2021-05-14 12:00:00+00:00;103.6;562.0;103.6;56.0
1960;2021-05-14 16:00:00+00:00;101.64;562.0;101.64;43.0
1961;2021-05-14 20:00:00+00:00;58.02;562.0;58.02;9.0
1962;2021-05-15 00:00:00+00:00;67.12;562.0;67.12;43.0
1963;2021-05-15 04:00:00+00:00;81.12;562.0;81.12;68.0
1964;2021-05-15 08:00:00+00:00;99.0;562.0;99.0;20.0
1965;2021-05-15 12:00:00+00:00;83.0;562.0;83.0;56.0
1966;2021-05-15 16:00:00+00:00;75.3;562.0;75.3;23.0
1967;2021-05-15 20:00:00+00:00;54.1;562.0;54.1;52.0
1968;2021-05-16 00:00:00+00:00;70.28;562.0;70.28;27.0
1969;2021-05-16 04:00:00+00:00;81.27;562.0;81.27;46.0
1970;2021-05-16 08:00:00+00:00;88.32;562.0;88.32;57.0
1971;2021-05-16 12:00:00+00:00;122.45;562.0;122.45;-28.0
1972;2021-05-16 16:00:00+00:00;73.73;562.0;73.73;33.0
1973;2021-05-16 20:00:00+00:00;55.0;562.0;55.0;72.0
1974;2021-05-17 00:00:00+00:00;73.66;562.0;73.66;63.0
1975;2021-05-17 04:00:00+00:00;75.68;562.0;75.68;57.0
1976;2021-05-17 08:00:00+00:00;80.0;562.0;80.0;-3.0
1977;2021-05-17 12:00:00+00:00;85.12;562.0;85.12;47.0
1978;2021-05-17 16:00:00+00:00;84.0;562.0;84.0;15.0
1979;2021-05-17 20:00:00+00:00;57.56;562.0;57.56;10.0
1980;2021-05-18 00:00:00+00:00;77.88;562.0;77.88;32.0
1981;2021-05-18 04:00:00+00:00;68.47;562.0;68.47;10.0
1982;2021-05-18 08:00:00+00:00;84.91;562.0;84.91;12.0
1983;2021-05-18 12:00:00+00:00;82.0;562.0;82.0;29.0
1984;2021-05-18 16:00:00+00:00;80.0;562.0;80.0;-4.0
1985;2021-05-18 20:00:00+00:00;50.75;562.0;50.75;-52.0
1986;2021-05-19 00:00:00+00:00;55.2;562.0;55.2;24.0
1987;2021-05-19 04:00:00+00:00;65.0;562.0;65.0;9.0
1988;2021-05-19 08:00:00+00:00;59.68;562.0;59.68;-8.0
1989;2021-05-19 12:00:00+00:00;65.53;562.0;65.53;10.0
1990;2021-05-19 16:00:00+00:00;60.64;562.0;60.64;-15.0
1991;2021-05-19 20:00:00+00:00;48.0;562.0;48.0;37.0
1992;2021-05-20 00:00:00+00:00;59.0;562.0;59.0;53.0
1993;2021-05-20 04:00:00+00:00;60.0;562.0;60.0;38.0
1994;2021-05-20 08:00:00+00:00;52.0;562.0;52.0;-21.0
1995;2021-05-20 12:00:00+00:00;75.0;562.0;75.0;11.0
1996;2021-05-20 16:00:00+00:00;62.96;562.0;62.96;5.0
1997;2021-05-20 20:00:00+00:00;41.92;562.0;41.92;10.0
1998;2021-05-21 00:00:00+00:00;65.32;562.0;65.32;83.0
1999;2021-05-21 04:00:00+00:00;67.0;562.0;67.0;81.0
2000;2021-05-21 08:00:00+00:00;67.0;562.0;67.0;83.0
2001;2021-05-21 12:00:00+00:00;109.44;562.0;109.44;58.0
2002;2021-05-21 16:00:00+00:00;68.0;562.0;68.0;82.0
2003;2021-05-21 20:00:00+00:00;37.92;562.0;37.92;68.0
2004;2021-05-22 00:00:00+00:00;100.0;562.0;100.0;-12.0
2005;2021-05-22 04:00:00+00:00;115.76;562.0;115.76;-16.0
2006;2021-05-22 08:00:00+00:00;150.75;562.0;150.75;-65.0
2007;2021-05-22 12:00:00+00:00;166.04;562.0;166.04;-46.0
2008;2021-05-22 16:00:00+00:00;114.23;562.0;114.23;-32.0
2009;2021-05-22 20:00:00+00:00;54.28;562.0;54.28;3.0
2010;2021-05-23 00:00:00+00:00;120.03;562.0;120.03;-25.0
2011;2021-05-23 04:00:00+00:00;144.0;562.0;144.0;-47.0
2012;2021-05-23 08:00:00+00:00;144.0;562.0;144.0;-58.0
2013;2021-05-23 12:00:00+00:00;174.0;562.0;174.0;-51.0
2014;2021-05-23 16:00:00+00:00;139.9;562.0;139.9;-61.0
2015;2021-05-23 20:00:00+00:00;68.44;562.0;68.44;-53.0
2016;2021-05-24 00:00:00+00:00;134.8;562.0;134.8;-43.0
2017;2021-05-24 04:00:00+00:00;162.6;562.0;162.6;-32.0
2018;2021-05-24 08:00:00+00:00;186.0;562.0;186.0;-52.0
2019;2021-05-24 12:00:00+00:00;251.52;562.0;251.52;-61.0
2020;2021-05-24 16:00:00+00:00;121.0;562.0;121.0;-24.0
2021;2021-05-24 20:00:00+00:00;94.0;562.0;94.0;-48.0
2022;2021-05-25 00:00:00+00:00;111.16;562.0;111.16;3.0
2023;2021-05-25 04:00:00+00:00;98.0;562.0;98.0;3.0
2024;2021-05-25 08:00:00+00:00;90.08;562.0;90.08;1.0
2025;2021-05-25 12:00:00+00:00;129.0;562.0;129.0;-49.0
2026;2021-05-25 16:00:00+00:00;89.16;562.0;89.16;-36.0
2027;2021-05-25 20:00:00+00:00;55.0;562.0;55.0;-32.0
2028;2021-05-26 00:00:00+00:00;100.0;562.0;100.0;18.0
2029;2021-05-26 04:00:00+00:00;85.76;562.0;85.76;27.0
2030;2021-05-26 08:00:00+00:00;60.0;562.0;60.0;39.0
2031;2021-05-26 12:00:00+00:00;92.98;562.0;92.98;12.0
2032;2021-05-26 16:00:00+00:00;72.6;562.0;72.6;28.0
2033;2021-05-26 20:00:00+00:00;42.0;562.0;42.0;32.0
2034;2021-05-27 00:00:00+00:00;64.0;562.0;64.0;-11.0
2035;2021-05-27 04:00:00+00:00;68.0;562.0;68.0;-6.0
2036;2021-05-27 08:00:00+00:00;57.16;562.0;57.16;-36.0
2037;2021-05-27 12:00:00+00:00;76.0;562.0;76.0;-31.0
2038;2021-05-27 16:00:00+00:00;62.0;562.0;62.0;-7.0
2039;2021-05-27 20:00:00+00:00;42.4;562.0;42.4;-34.0
2040;2021-05-28 00:00:00+00:00;59.12;562.0;59.12;29.0
2041;2021-05-28 04:00:00+00:00;64.0;562.0;64.0;16.0
2042;2021-05-28 08:00:00+00:00;68.1;562.0;68.1;-24.0
2043;2021-05-28 12:00:00+00:00;67.0;562.0;67.0;-21.0
2044;2021-05-28 16:00:00+00:00;67.24;562.0;67.24;-18.0
2045;2021-05-28 20:00:00+00:00;52.72;562.0;52.72;-28.0
2046;2021-05-29 00:00:00+00:00;45.0;562.0;45.0;-16.0
2047;2021-05-29 04:00:00+00:00;45.0;562.0;45.0;-13.0
2048;2021-05-29 08:00:00+00:00;48.0;562.0;48.0;-34.0
2049;2021-05-29 12:00:00+00:00;40.0;562.0;40.0;-36.0
2050;2021-05-29 16:00:00+00:00;40.0;562.0;40.0;-22.0
2051;2021-05-29 20:00:00+00:00;40.5;562.0;40.5;-22.0
2052;2021-05-30 00:00:00+00:00;38.7;562.0;38.7;-30.0
2053;2021-05-30 04:00:00+00:00;40.0;562.0;40.0;-30.0
2054;2021-05-30 08:00:00+00:00;48.8;562.0;48.8;-61.0
2055;2021-05-30 12:00:00+00:00;58.0;562.0;58.0;-65.0
2056;2021-05-30 16:00:00+00:00;55.6;562.0;55.6;-63.0
2057;2021-05-30 20:00:00+00:00;38.0;562.0;38.0;-22.0
2058;2021-05-31 00:00:00+00:00;42.0;562.0;42.0;-52.0
2059;2021-05-31 04:00:00+00:00;53.95;562.0;53.95;-53.0
2060;2021-05-31 08:00:00+00:00;46.4;562.0;46.4;-49.0
2061;2021-05-31 12:00:00+00:00;48.0;562.0;48.0;-12.0
2062;2021-05-31 16:00:00+00:00;39.93;562.0;39.93;-51.0
2063;2021-05-31 20:00:00+00:00;26.0;562.0;26.0;-51.0
2064;2021-06-01 00:00:00+00:00;47.0;562.0;47.0;18.0
2065;2021-06-01 04:00:00+00:00;52.0;562.0;52.0;1.0
2066;2021-06-01 08:00:00+00:00;49.56;562.0;49.56;-42.0
2067;2021-06-01 12:00:00+00:00;53.72;562.0;53.72;9.0
2068;2021-06-01 16:00:00+00:00;41.96;562.0;41.96;-24.0
2069;2021-06-01 20:00:00+00:00;26.0;562.0;26.0;-34.0
2070;2021-06-02 00:00:00+00:00;40.0;562.0;40.0;18.0
2071;2021-06-02 04:00:00+00:00;52.44;562.0;52.44;-20.0
2072;2021-06-02 08:00:00+00:00;55.0;562.0;55.0;-18.0
2073;2021-06-02 12:00:00+00:00;51.0;562.0;51.0;-7.0
2074;2021-06-02 16:00:00+00:00;51.2;562.0;51.2;-19.0
2075;2021-06-02 20:00:00+00:00;39.28;562.0;39.28;-19.0
2076;2021-06-03 00:00:00+00:00;43.16;562.0;43.16;-4.0
2077;2021-06-03 04:00:00+00:00;42.0;562.0;42.0;-21.0
2078;2021-06-03 08:00:00+00:00;47.92;562.0;47.92;-20.0
2079;2021-06-03 12:00:00+00:00;48.0;562.0;48.0;-73.0
2080;2021-06-03 16:00:00+00:00;43.44;562.0;43.44;-40.0
2081;2021-06-03 20:00:00+00:00;26.0;562.0;26.0;-46.0
2082;2021-06-04 00:00:00+00:00;53.32;562.0;53.32;-22.0
2083;2021-06-04 04:00:00+00:00;56.24;562.0;56.24;-45.0
2084;2021-06-04 08:00:00+00:00;48.4;562.0;48.4;-92.0
2085;2021-06-04 12:00:00+00:00;48.4;562.0;48.4;-74.0
2086;2021-06-04 16:00:00+00:00;43.0;562.0;43.0;-51.0
2087;2021-06-04 20:00:00+00:00;19.72;562.0;19.72;-52.0
2088;2021-06-05 00:00:00+00:00;55.2;562.0;55.2;-9.0
2089;2021-06-05 04:00:00+00:00;54.0;562.0;54.0;-12.0
2090;2021-06-05 08:00:00+00:00;47.0;562.0;47.0;-50.0
2091;2021-06-05 12:00:00+00:00;55.2;562.0;55.2;-72.0
2092;2021-06-05 16:00:00+00:00;34.0;562.0;34.0;-54.0
2093;2021-06-05 20:00:00+00:00;31.8;562.0;31.8;-53.0
2094;2021-06-06 00:00:00+00:00;43.92;562.0;43.92;-75.0
2095;2021-06-06 04:00:00+00:00;47.08;562.0;47.08;-50.0
2096;2021-06-06 08:00:00+00:00;40.8;562.0;40.8;-67.0
2097;2021-06-06 12:00:00+00:00;58.0;562.0;58.0;-90.0
2098;2021-06-06 16:00:00+00:00;41.0;562.0;41.0;-44.0
2099;2021-06-06 20:00:00+00:00;32.0;562.0;32.0;-51.0
2100;2021-06-07 00:00:00+00:00;52.0;562.0;52.0;-28.0
2101;2021-06-07 04:00:00+00:00;61.39;562.0;61.39;-38.0
2102;2021-06-07 08:00:00+00:00;55.79;562.0;55.79;-34.0
2103;2021-06-07 12:00:00+00:00;61.92;562.0;61.92;-66.0
2104;2021-06-07 16:00:00+00:00;52.17;562.0;52.17;-54.0
2105;2021-06-07 20:00:00+00:00;40.5;562.0;40.5;-71.0
2106;2021-06-08 00:00:00+00:00;58.0;562.0;58.0;-37.0
2107;2021-06-08 04:00:00+00:00;60.92;562.0;60.92;-66.0
2108;2021-06-08 08:00:00+00:00;68.0;562.0;68.0;-21.0
2109;2021-06-08 12:00:00+00:00;62.05;562.0;62.05;-74.0
2110;2021-06-08 16:00:00+00:00;58.96;562.0;58.96;-56.0
2111;2021-06-08 20:00:00+00:00;41.04;562.0;41.04;-60.0
2112;2021-06-09 00:00:00+00:00;64.0;562.0;64.0;-4.0
2113;2021-06-09 04:00:00+00:00;71.0;562.0;71.0;-46.0
2114;2021-06-09 08:00:00+00:00;65.46;562.0;65.46;-16.0
2115;2021-06-09 12:00:00+00:00;56.06;562.0;56.06;-38.0
2116;2021-06-09 16:00:00+00:00;51.9;562.0;51.9;-48.0
2117;2021-06-09 20:00:00+00:00;42.72;562.0;42.72;-26.0
2118;2021-06-10 00:00:00+00:00;59.44;562.0;59.44;0.0
2119;2021-06-10 04:00:00+00:00;57.96;562.0;57.96;-6.0
2120;2021-06-10 08:00:00+00:00;66.24;562.0;66.24;-67.0
2121;2021-06-10 12:00:00+00:00;74.56;562.0;74.56;-64.0
2122;2021-06-10 16:00:00+00:00;54.0;562.0;54.0;-38.0
2123;2021-06-10 20:00:00+00:00;40.0;562.0;40.0;-36.0
2124;2021-06-11 00:00:00+00:00;58.0;562.0;58.0;22.0
2125;2021-06-11 04:00:00+00:00;60.56;562.0;60.56;29.0
2126;2021-06-11 08:00:00+00:00;62.4;562.0;62.4;-35.0
2127;2021-06-11 12:00:00+00:00;76.99;562.0;76.99;17.0
2128;2021-06-11 16:00:00+00:00;60.0;562.0;60.0;-25.0
2129;2021-06-11 20:00:00+00:00;51.84;562.0;51.84;-35.0
2130;2021-06-12 00:00:00+00:00;51.92;562.0;51.92;-10.0
2131;2021-06-12 04:00:00+00:00;59.4;562.0;59.4;-10.0
2132;2021-06-12 08:00:00+00:00;117.51;562.0;117.51;-28.0
2133;2021-06-12 12:00:00+00:00;145.7;562.0;145.7;-31.0
2134;2021-06-12 16:00:00+00:00;119.03;562.0;119.03;-19.0
2135;2021-06-12 20:00:00+00:00;71.88;562.0;71.88;-9.0
2142;2021-06-13 00:00:00+00:00;64.0;562.0;64.0;-29.0
2143;2021-06-13 04:00:00+00:00;73.6;562.0;73.6;-30.0
2144;2021-06-13 08:00:00+00:00;107.79;562.0;107.79;-21.0
2145;2021-06-13 12:00:00+00:00;144.44;562.0;144.44;-26.0
2146;2021-06-13 16:00:00+00:00;102.88;562.0;102.88;-25.0
2147;2021-06-13 20:00:00+00:00;51.1;562.0;51.1;-27.0
2148;2021-06-14 00:00:00+00:00;44.0;562.0;44.0;-13.0
2149;2021-06-14 04:00:00+00:00;66.0;562.0;66.0;-60.0
2150;2021-06-14 08:00:00+00:00;66.0;562.0;66.0;-36.0
2151;2021-06-14 12:00:00+00:00;62.0;562.0;62.0;-33.0
2152;2021-06-14 16:00:00+00:00;64.16;562.0;64.16;-72.0
2153;2021-06-14 20:00:00+00:00;42.7;562.0;42.7;-67.0
2154;2021-06-15 00:00:00+00:00;55.2;562.0;55.2;4.0
2155;2021-06-15 04:00:00+00:00;64.0;562.0;64.0;-51.0
2156;2021-06-15 08:00:00+00:00;56.0;562.0;56.0;-63.0
2157;2021-06-15 12:00:00+00:00;55.2;562.0;55.2;-40.0
2158;2021-06-15 16:00:00+00:00;48.0;562.0;48.0;-62.0
2159;2021-06-15 20:00:00+00:00;38.16;562.0;38.16;-67.0
2160;2021-06-16 00:00:00+00:00;54.4;562.0;54.4;-29.0
2161;2021-06-16 04:00:00+00:00;59.0;562.0;59.0;-65.0
2162;2021-06-16 08:00:00+00:00;66.0;562.0;66.0;-66.0
2163;2021-06-16 12:00:00+00:00;56.4;562.0;56.4;-67.0
2164;2021-06-16 16:00:00+00:00;64.63;562.0;64.63;-36.0
2165;2021-06-16 20:00:00+00:00;53.22;562.0;53.22;-39.0
2166;2021-06-17 00:00:00+00:00;53.5;562.0;53.5;16.0
2167;2021-06-17 04:00:00+00:00;62.76;562.0;62.76;-35.0
2168;2021-06-17 08:00:00+00:00;79.92;562.0;79.92;-93.0
2169;2021-06-17 12:00:00+00:00;56.0;562.0;56.0;-55.0
2170;2021-06-17 16:00:00+00:00;58.96;562.0;58.96;-62.0
2171;2021-06-17 20:00:00+00:00;47.0;562.0;47.0;-63.0
2172;2021-06-18 00:00:00+00:00;47.0;562.0;47.0;3.0
2173;2021-06-18 04:00:00+00:00;54.0;562.0;54.0;-55.0
2174;2021-06-18 08:00:00+00:00;62.0;562.0;62.0;-64.0
2175;2021-06-18 12:00:00+00:00;54.0;562.0;54.0;-34.0
2176;2021-06-18 16:00:00+00:00;55.2;562.0;55.2;-63.0
2177;2021-06-18 20:00:00+00:00;34.0;562.0;34.0;-56.0
2178;2021-06-19 00:00:00+00:00;38.0;562.0;38.0;-40.0
2179;2021-06-19 04:00:00+00:00;40.0;562.0;40.0;-36.0
2180;2021-06-19 08:00:00+00:00;40.0;562.0;40.0;-36.0
2181;2021-06-19 12:00:00+00:00;46.81;562.0;46.81;-38.0
2182;2021-06-19 16:00:00+00:00;39.0;562.0;39.0;-15.0
2183;2021-06-19 20:00:00+00:00;34.0;562.0;34.0;-52.0
2184;2021-06-20 00:00:00+00:00;42.59;562.0;42.59;29.0
2185;2021-06-20 04:00:00+00:00;54.0;562.0;54.0;30.0
2186;2021-06-20 08:00:00+00:00;56.0;562.0;56.0;4.0
2187;2021-06-20 12:00:00+00:00;54.0;562.0;54.0;-30.0
2188;2021-06-20 16:00:00+00:00;53.36;562.0;53.36;10.0
2189;2021-06-20 20:00:00+00:00;38.0;562.0;38.0;9.0
2190;2021-06-21 00:00:00+00:00;48.0;562.0;48.0;29.0
2191;2021-06-21 04:00:00+00:00;55.52;562.0;55.52;-37.0
2192;2021-06-21 08:00:00+00:00;59.12;562.0;59.12;-60.0
2193;2021-06-21 12:00:00+00:00;54.56;562.0;54.56;-28.0
2194;2021-06-21 16:00:00+00:00;52.0;562.0;52.0;-64.0
2195;2021-06-21 20:00:00+00:00;48.46;562.0;48.46;21.0
2196;2021-06-22 00:00:00+00:00;56.32;562.0;56.32;16.0
2197;2021-06-22 04:00:00+00:00;56.96;562.0;56.96;-4.0
2198;2021-06-22 08:00:00+00:00;48.94;562.0;48.94;-29.0
2199;2021-06-22 12:00:00+00:00;53.56;562.0;53.56;-39.0
2200;2021-06-22 16:00:00+00:00;55.06;562.0;55.06;-29.0
2201;2021-06-22 20:00:00+00:00;45.0;562.0;45.0;5.0
2202;2021-06-23 00:00:00+00:00;49.2;562.0;49.2;36.0
2203;2021-06-23 04:00:00+00:00;53.9;562.0;53.9;8.0
2204;2021-06-23 08:00:00+00:00;58.15;562.0;58.15;-12.0
2205;2021-06-23 12:00:00+00:00;66.0;562.0;66.0;3.0
2206;2021-06-23 16:00:00+00:00;59.0;562.0;59.0;9.0
2207;2021-06-23 20:00:00+00:00;48.84;562.0;48.84;10.0
2208;2021-06-24 00:00:00+00:00;61.98;562.0;61.98;119.0
2209;2021-06-24 04:00:00+00:00;71.76;562.0;71.76;41.0
2210;2021-06-24 08:00:00+00:00;75.24;562.0;75.24;22.0
2211;2021-06-24 12:00:00+00:00;66.0;562.0;66.0;14.0
2212;2021-06-24 16:00:00+00:00;72.61;562.0;72.61;20.0
2213;2021-06-24 20:00:00+00:00;57.64;562.0;57.64;30.0
2214;2021-06-25 00:00:00+00:00;51.0;562.0;51.0;82.0
2215;2021-06-25 04:00:00+00:00;60.97;562.0;60.97;28.0
2216;2021-06-25 08:00:00+00:00;62.65;562.0;62.65;-2.0
2217;2021-06-25 12:00:00+00:00;57.04;562.0;57.04;63.0
2218;2021-06-25 16:00:00+00:00;61.6;562.0;61.6;8.0
2219;2021-06-25 20:00:00+00:00;59.84;562.0;59.84;28.0
2220;2021-06-26 00:00:00+00:00;52.0;562.0;52.0;131.0
2221;2021-06-26 04:00:00+00:00;66.0;562.0;66.0;147.0
2222;2021-06-26 08:00:00+00:00;68.56;562.0;68.56;53.0
2223;2021-06-26 12:00:00+00:00;83.24;562.0;83.24;103.0
2224;2021-06-26 16:00:00+00:00;63.84;562.0;63.84;99.0
2225;2021-06-26 20:00:00+00:00;49.36;562.0;49.36;54.0
2226;2021-06-27 00:00:00+00:00;52.64;562.0;52.64;131.0
2227;2021-06-27 04:00:00+00:00;55.2;562.0;55.2;116.0
2228;2021-06-27 08:00:00+00:00;86.24;562.0;86.24;121.0
2229;2021-06-27 12:00:00+00:00;92.72;562.0;92.72;37.0
2230;2021-06-27 16:00:00+00:00;61.36;562.0;61.36;102.0
2231;2021-06-27 20:00:00+00:00;58.0;562.0;58.0;33.0
2232;2021-06-28 00:00:00+00:00;53.0;562.0;53.0;103.0
2233;2021-06-28 04:00:00+00:00;57.36;562.0;57.36;46.0
2234;2021-06-28 08:00:00+00:00;55.6;562.0;55.6;11.0
2235;2021-06-28 12:00:00+00:00;61.38;562.0;61.38;-27.0
2236;2021-06-28 16:00:00+00:00;51.84;562.0;51.84;4.0
2237;2021-06-28 20:00:00+00:00;46.0;562.0;46.0;24.0
2238;2021-06-29 00:00:00+00:00;62.35;562.0;62.35;87.0
2239;2021-06-29 04:00:00+00:00;68.0;562.0;68.0;40.0
2240;2021-06-29 08:00:00+00:00;56.4;562.0;56.4;-16.0
2241;2021-06-29 12:00:00+00:00;45.11;562.0;45.11;25.0
2242;2021-06-29 16:00:00+00:00;54.15;562.0;54.15;8.0
2243;2021-06-29 20:00:00+00:00;41.2;562.0;41.2;8.0
2244;2021-06-30 00:00:00+00:00;55.6;562.0;55.6;17.0
2245;2021-06-30 04:00:00+00:00;58.28;562.0;58.28;-35.0
2246;2021-06-30 08:00:00+00:00;52.55;562.0;52.55;-3.0
2247;2021-06-30 12:00:00+00:00;56.0;562.0;56.0;27.0
2248;2021-06-30 16:00:00+00:00;55.6;562.0;55.6;17.0
2249;2021-06-30 20:00:00+00:00;43.88;562.0;43.88;25.0
2250;2021-07-01 00:00:00+00:00;66.0;562.0;66.0;58.0
2251;2021-07-01 04:00:00+00:00;60.35;562.0;60.35;54.0
2252;2021-07-01 08:00:00+00:00;61.36;562.0;61.36;23.0
2253;2021-07-01 12:00:00+00:00;43.72;562.0;43.72;20.0
2254;2021-07-01 16:00:00+00:00;49.9;562.0;49.9;20.0
2255;2021-07-01 20:00:00+00:00;55.2;562.0;55.2;16.0
2256;2021-07-02 00:00:00+00:00;48.22;562.0;48.22;80.0
2257;2021-07-02 04:00:00+00:00;51.39;562.0;51.39;32.0
2258;2021-07-02 08:00:00+00:00;45.4;562.0;45.4;22.0
2259;2021-07-02 12:00:00+00:00;53.96;562.0;53.96;11.0
2260;2021-07-02 16:00:00+00:00;51.36;562.0;51.36;16.0
2261;2021-07-02 20:00:00+00:00;38.4;562.0;38.4;27.0
2262;2021-07-03 00:00:00+00:00;43.36;562.0;43.36;17.0
2263;2021-07-03 04:00:00+00:00;43.68;562.0;43.68;29.0
2264;2021-07-03 08:00:00+00:00;47.09;562.0;47.09;-39.0
2265;2021-07-03 12:00:00+00:00;42.8;562.0;42.8;29.0
2266;2021-07-03 16:00:00+00:00;44.0;562.0;44.0;-8.0
2267;2021-07-03 20:00:00+00:00;38.3;562.0;38.3;37.0
2268;2021-07-04 00:00:00+00:00;39.3;562.0;39.3;88.0
2269;2021-07-04 04:00:00+00:00;48.0;562.0;48.0;64.0
2270;2021-07-04 08:00:00+00:00;48.0;562.0;48.0;50.0
2271;2021-07-04 12:00:00+00:00;49.0;562.0;49.0;70.0
2272;2021-07-04 16:00:00+00:00;66.0;562.0;66.0;63.0
2273;2021-07-04 20:00:00+00:00;32.0;562.0;32.0;32.0
2274;2021-07-05 00:00:00+00:00;53.6;562.0;53.6;45.0
2275;2021-07-05 04:00:00+00:00;63.6;562.0;63.6;-3.0
2276;2021-07-05 08:00:00+00:00;71.68;562.0;71.68;48.0
2277;2021-07-05 12:00:00+00:00;53.7;562.0;53.7;20.0
2278;2021-07-05 16:00:00+00:00;57.5;562.0;57.5;32.0
2279;2021-07-05 20:00:00+00:00;42.08;562.0;42.08;7.0
2280;2021-07-06 00:00:00+00:00;46.0;562.0;46.0;41.0
2281;2021-07-06 04:00:00+00:00;56.0;562.0;56.0;31.0
2282;2021-07-06 08:00:00+00:00;67.0;562.0;67.0;-10.0
2283;2021-07-06 12:00:00+00:00;56.0;562.0;56.0;17.0
2284;2021-07-06 16:00:00+00:00;60.67;562.0;60.67;-27.0
2285;2021-07-06 20:00:00+00:00;46.52;562.0;46.52;22.0
2292;2021-07-07 00:00:00+00:00;53.52;562.0;53.52;30.0
2293;2021-07-07 04:00:00+00:00;59.76;562.0;59.76;-3.0
2294;2021-07-07 08:00:00+00:00;54.0;562.0;54.0;14.0
2295;2021-07-07 12:00:00+00:00;50.0;562.0;50.0;30.0
